,url,score
2659,00101001100100,0
2660,00101001100101,0
2661,00101001100110,1
2662,00101001100111,1
2663,00101001101000,0
2664,00101001101001,1
2665,00101001101010,0
2666,00101001101011,1
2667,00101001101100,0
2668,00101001101101,0
2669,00101001101110,0
2670,00101001101111,1
2671,00101001110000,1
2672,00101001110001,1
2673,00101001110010,1
2674,00101001110011,0
2675,00101001110100,0
2676,00101001110101,0
2677,00101001110110,1
2678,00101001110111,0
2679,00101001111000,0
2680,00101001111001,1
2681,00101001111010,0
2682,00101001111011,0
2683,00101001111100,1
2684,00101001111101,0
2685,00101001111110,0
2686,00101001111111,1
2687,00101010000000,1
2688,00101010000001,0
2689,00101010000010,0
2690,00101010000011,1
2691,00101010000100,0
2692,00101010000101,1
2693,00101010000110,0
2694,00101010000111,0
2695,00101010001000,0
2696,00101010001001,1
2697,00101010001010,0
2698,00101010001011,1
2699,00101010001100,1
2700,00101010001101,1
2701,00101010001110,0
2702,00101010001111,0
2703,00101010010000,1
2704,00101010010001,0
2705,00101010010010,1
2706,00101010010011,1
2707,00101010010100,1
2708,00101010010101,0
2709,00101010010110,0
2710,00101010010111,1
2711,00101010011000,1
2712,00101010011001,0
2713,00101010011010,0
2714,00101010011011,1
2715,00101010011100,1
2716,00101010011101,0
2717,00101010011110,1
2718,00101010011111,0
2719,00101010100000,0
2720,00101010100001,0
2721,00101010100010,1
2722,00101010100011,1
2723,00101010100100,0
2724,00101010100101,1
2725,00101010100110,1
2726,00101010100111,1
2727,00101010101000,0
2728,00101010101001,0
2729,00101010101010,1
2730,00101010101011,0
2731,00101010101100,0
2732,00101010101101,0
2733,00101010101110,0
2734,00101010101111,0
2735,00101010110000,0
2736,00101010110001,0
2737,00101010110010,0
2738,00101010110011,1
2739,00101010110100,1
2740,00101010110101,1
2741,00101010110110,0
2742,00101010110111,1
2743,00101010111000,1
2744,00101010111001,1
2745,00101010111010,1
2746,00101010111011,1
2747,00101010111100,1
2748,00101010111101,1
2749,00101010111110,1
2750,00101010111111,1
2751,00101011000000,1
2752,00101011000001,0
2753,00101011000010,1
2754,00101011000011,0
2755,00101011000100,0
2756,00101011000101,1
2757,00101011000110,1
2758,00101011000111,1
2759,00101011001000,1
2760,00101011001001,0
2761,00101011001010,0
2762,00101011001011,0
2763,00101011001100,1
2764,00101011001101,0
2765,00101011001110,0
2766,00101011001111,0
2767,00101011010000,0
2768,00101011010001,0
2769,00101011010010,1
2770,00101011010011,0
2771,00101011010100,0
2772,00101011010101,0
2773,00101011010110,1
2774,00101011010111,0
2775,00101011011000,0
2776,00101011011001,0
2777,00101011011010,1
2778,00101011011011,1
2779,00101011011100,1
2780,00101011011101,1
2781,00101011011110,1
2782,00101011011111,1
2783,00101011100000,1
2784,00101011100001,1
2785,00101011100010,0
2786,00101011100011,1
2787,00101011100100,1
2788,00101011100101,1
2789,00101011100110,0
2790,00101011100111,1
2791,00101011101000,1
2792,00101011101001,1
2793,00101011101010,0
2794,00101011101011,1
2795,00101011101100,0
2796,00101011101101,1
2797,00101011101110,1
2798,00101011101111,0
2799,00101011110000,0
2800,00101011110001,1
2801,00101011110010,0
2802,00101011110011,1
2803,00101011110100,1
2804,00101011110101,0
2805,00101011110110,1
2806,00101011110111,0
2807,00101011111000,0
2808,00101011111001,1
2809,00101011111010,1
2810,00101011111011,1
2811,00101011111100,0
2812,00101011111101,0
2813,00101011111110,0
2814,00101011111111,0
2815,00101100000000,0
2816,00101100000001,0
2817,00101100000010,1
2818,00101100000011,1
2819,00101100000100,1
2820,00101100000101,0
2821,00101100000110,0
2822,00101100000111,1
2823,00101100001000,1
2824,00101100001001,0
2825,00101100001010,1
2826,00101100001011,1
2827,00101100001100,0
2828,00101100001101,0
2829,00101100001110,0
2830,00101100001111,0
2831,00101100010000,1
2832,00101100010001,1
2833,00101100010010,0
2834,00101100010011,1
2835,00101100010100,1
2836,00101100010101,1
2837,00101100010110,1
2838,00101100010111,0
2839,00101100011000,1
2840,00101100011001,0
2841,00101100011010,0
2842,00101100011011,0
2843,00101100011100,1
2844,00101100011101,0
2845,00101100011110,1
2846,00101100011111,0
2847,00101100100000,0
2848,00101100100001,1
2849,00101100100010,0
2850,00101100100011,1
2851,00101100100100,1
2852,00101100100101,1
2853,00101100100110,0
2854,00101100100111,0
2855,00101100101000,1
2856,00101100101001,1
2857,00101100101010,1
2858,00101100101011,0
2859,00101100101100,1
2860,00101100101101,0
2861,00101100101110,0
2862,00101100101111,0
2863,00101100110000,1
2864,00101100110001,0
2865,00101100110010,0
2866,00101100110011,1
2867,00101100110100,0
2868,00101100110101,1
2869,00101100110110,0
2870,00101100110111,1
2871,00101100111000,1
2872,00101100111001,0
2873,00101100111010,1
2874,00101100111011,1
2875,00101100111100,0
2876,00101100111101,0
2877,00101100111110,1
2878,00101100111111,1
2879,00101101000000,0
2880,00101101000001,0
2881,00101101000010,1
2882,00101101000011,1
2883,00101101000100,0
2884,00101101000101,0
2885,00101101000110,0
2886,00101101000111,1
2887,00101101001000,0
2888,00101101001001,0
2889,00101101001010,0
2890,00101101001011,0
2891,00101101001100,0
2892,00101101001101,1
2893,00101101001110,0
2894,00101101001111,1
2895,00101101010000,1
2896,00101101010001,0
2897,00101101010010,1
2898,00101101010011,0
2899,00101101010100,1
2900,00101101010101,0
2901,00101101010110,1
2902,00101101010111,0
2903,00101101011000,0
2904,00101101011001,0
2905,00101101011010,0
2906,00101101011011,0
2907,00101101011100,0
2908,00101101011101,1
2909,00101101011110,1
2910,00101101011111,1
2911,00101101100000,1
2912,00101101100001,1
2913,00101101100010,1
2914,00101101100011,0
2915,00101101100100,1
2916,00101101100101,0
2917,00101101100110,0
2918,00101101100111,1
2919,00101101101000,1
2920,00101101101001,0
2921,00101101101010,0
2922,00101101101011,1
2923,00101101101100,0
2924,00101101101101,0
2925,00101101101110,0
2926,00101101101111,0
2927,00101101110000,1
2928,00101101110001,1
2929,00101101110010,0
2930,00101101110011,0
2931,00101101110100,0
2932,00101101110101,0
2933,00101101110110,1
2934,00101101110111,0
2935,00101101111000,1
2936,00101101111001,0
2937,00101101111010,0
2938,00101101111011,1
2939,00101101111100,0
2940,00101101111101,0
2941,00101101111110,1
2942,00101101111111,1
2943,00101110000000,0
2944,00101110000001,1
2945,00101110000010,1
2946,00101110000011,0
2947,00101110000100,1
2948,00101110000101,1
2949,00101110000110,1
2950,00101110000111,1
2951,00101110001000,0
2952,00101110001001,1
2953,00101110001010,1
2954,00101110001011,0
2955,00101110001100,0
2956,00101110001101,0
2957,00101110001110,0
2958,00101110001111,0
2959,00101110010000,0
2960,00101110010001,1
2961,00101110010010,0
2962,00101110010011,0
2963,00101110010100,1
2964,00101110010101,0
2965,00101110010110,0
2966,00101110010111,0
2967,00101110011000,1
2968,00101110011001,1
2969,00101110011010,1
2970,00101110011011,1
2971,00101110011100,1
2972,00101110011101,1
2973,00101110011110,0
2974,00101110011111,1
2975,00101110100000,1
2976,00101110100001,1
2977,00101110100010,0
2978,00101110100011,1
2979,00101110100100,0
2980,00101110100101,1
2981,00101110100110,1
2982,00101110100111,1
2983,00101110101000,1
2984,00101110101001,0
2985,00101110101010,1
2986,00101110101011,0
2987,00101110101100,0
2988,00101110101101,0
2989,00101110101110,1
2990,00101110101111,1
2991,00101110110000,0
2992,00101110110001,0
2993,00101110110010,0
2994,00101110110011,0
2995,00101110110100,1
2996,00101110110101,1
2997,00101110110110,1
2998,00101110110111,1
2999,00101110111000,0
3000,00101110111001,1
3001,00101110111010,1
3002,00101110111011,1
3003,00101110111100,0
3004,00101110111101,0
3005,00101110111110,1
3006,00101110111111,1
3007,00101111000000,1
3008,00101111000001,0
3009,00101111000010,0
3010,00101111000011,1
3011,00101111000100,0
3012,00101111000101,0
3013,00101111000110,0
3014,00101111000111,0
3015,00101111001000,1
3016,00101111001001,1
3017,00101111001010,1
3018,00101111001011,1
3019,00101111001100,1
3020,00101111001101,1
3021,00101111001110,1
3022,00101111001111,1
3023,00101111010000,0
3024,00101111010001,0
3025,00101111010010,1
3026,00101111010011,1
3027,00101111010100,1
3028,00101111010101,1
3029,00101111010110,0
3030,00101111010111,1
3031,00101111011000,1
3032,00101111011001,1
3033,00101111011010,1
3034,00101111011011,0
3035,00101111011100,0
3036,00101111011101,1
3037,00101111011110,0
3038,00101111011111,0
3039,00101111100000,1
3040,00101111100001,1
3041,00101111100010,1
3042,00101111100011,1
3043,00101111100100,1
3044,00101111100101,0
3045,00101111100110,0
3046,00101111100111,1
3047,00101111101000,1
3048,00101111101001,1
3049,00101111101010,1
3050,00101111101011,1
3051,00101111101100,0
3052,00101111101101,1
3053,00101111101110,0
3054,00101111101111,0
3055,00101111110000,1
3056,00101111110001,0
3057,00101111110010,1
3058,00101111110011,0
3059,00101111110100,1
3060,00101111110101,0
3061,00101111110110,0
3062,00101111110111,0
3063,00101111111000,1
3064,00101111111001,0
3065,00101111111010,0
3066,00101111111011,1
3067,00101111111100,1
3068,00101111111101,1
3069,00101111111110,0
3070,00101111111111,0
3071,00110000000000,0
3072,00110000000001,0
3073,00110000000010,0
3074,00110000000011,1
3075,00110000000100,1
3076,00110000000101,0
3077,00110000000110,0
3078,00110000000111,1
3079,00110000001000,1
3080,00110000001001,1
3081,00110000001010,1
3082,00110000001011,0
3083,00110000001100,1
3084,00110000001101,1
3085,00110000001110,1
3086,00110000001111,0
3087,00110000010000,1
3088,00110000010001,0
3089,00110000010010,1
3090,00110000010011,0
3091,00110000010100,0
3092,00110000010101,1
3093,00110000010110,1
3094,00110000010111,0
3095,00110000011000,0
3096,00110000011001,0
3097,00110000011010,0
3098,00110000011011,1
3099,00110000011100,0
3100,00110000011101,0
3101,00110000011110,1
3102,00110000011111,1
3103,00110000100000,0
3104,00110000100001,1
3105,00110000100010,1
3106,00110000100011,1
3107,00110000100100,0
3108,00110000100101,1
3109,00110000100110,1
3110,00110000100111,0
3111,00110000101000,0
3112,00110000101001,0
3113,00110000101010,0
3114,00110000101011,0
3115,00110000101100,0
3116,00110000101101,0
3117,00110000101110,0
3118,00110000101111,0
3119,00110000110000,0
3120,00110000110001,1
3121,00110000110010,1
3122,00110000110011,1
3123,00110000110100,0
3124,00110000110101,0
3125,00110000110110,1
3126,00110000110111,0
3127,00110000111000,1
3128,00110000111001,0
3129,00110000111010,1
3130,00110000111011,0
3131,00110000111100,1
3132,00110000111101,0
3133,00110000111110,1
3134,00110000111111,1
3135,00110001000000,0
3136,00110001000001,1
3137,00110001000010,1
3138,00110001000011,1
3139,00110001000100,0
3140,00110001000101,0
3141,00110001000110,1
3142,00110001000111,1
3143,00110001001000,1
3144,00110001001001,0
3145,00110001001010,0
3146,00110001001011,0
3147,00110001001100,0
3148,00110001001101,0
3149,00110001001110,1
3150,00110001001111,0
3151,00110001010000,1
3152,00110001010001,1
3153,00110001010010,1
3154,00110001010011,1
3155,00110001010100,0
3156,00110001010101,1
3157,00110001010110,0
3158,00110001010111,0
3159,00110001011000,0
3160,00110001011001,1
3161,00110001011010,1
3162,00110001011011,1
3163,00110001011100,1
3164,00110001011101,0
3165,00110001011110,0
3166,00110001011111,1
3167,00110001100000,1
3168,00110001100001,1
3169,00110001100010,1
3170,00110001100011,0
3171,00110001100100,0
3172,00110001100101,0
3173,00110001100110,1
3174,00110001100111,1
3175,00110001101000,1
3176,00110001101001,1
3177,00110001101010,1
3178,00110001101011,0
3179,00110001101100,0
3180,00110001101101,1
3181,00110001101110,0
3182,00110001101111,1
3183,00110001110000,1
3184,00110001110001,1
3185,00110001110010,0
3186,00110001110011,1
3187,00110001110100,1
3188,00110001110101,1
3189,00110001110110,0
3190,00110001110111,1
3191,00110001111000,0
3192,00110001111001,0
3193,00110001111010,1
3194,00110001111011,1
3195,00110001111100,1
3196,00110001111101,1
3197,00110001111110,0
3198,00110001111111,0
3199,00110010000000,1
3200,00110010000001,0
3201,00110010000010,1
3202,00110010000011,0
3203,00110010000100,1
3204,00110010000101,0
3205,00110010000110,0
3206,00110010000111,0
3207,00110010001000,0
3208,00110010001001,0
3209,00110010001010,0
3210,00110010001011,1
3211,00110010001100,0
3212,00110010001101,0
3213,00110010001110,0
3214,00110010001111,1
3215,00110010010000,0
3216,00110010010001,0
3217,00110010010010,1
3218,00110010010011,0
3219,00110010010100,0
3220,00110010010101,0
3221,00110010010110,1
3222,00110010010111,1
3223,00110010011000,0
3224,00110010011001,1
3225,00110010011010,0
3226,00110010011011,0
3227,00110010011100,1
3228,00110010011101,0
3229,00110010011110,0
3230,00110010011111,0
3231,00110010100000,1
3232,00110010100001,1
3233,00110010100010,1
3234,00110010100011,1
3235,00110010100100,0
3236,00110010100101,0
3237,00110010100110,1
3238,00110010100111,1
3239,00110010101000,1
3240,00110010101001,1
3241,00110010101010,0
3242,00110010101011,0
3243,00110010101100,0
3244,00110010101101,0
3245,00110010101110,0
3246,00110010101111,0
3247,00110010110000,1
3248,00110010110001,1
3249,00110010110010,1
3250,00110010110011,0
3251,00110010110100,1
3252,00110010110101,1
3253,00110010110110,1
3254,00110010110111,0
3255,00110010111000,0
3256,00110010111001,0
3257,00110010111010,0
3258,00110010111011,0
3259,00110010111100,0
3260,00110010111101,0
3261,00110010111110,0
3262,00110010111111,0
3263,00110011000000,1
3264,00110011000001,1
3265,00110011000010,0
3266,00110011000011,0
3267,00110011000100,0
3268,00110011000101,1
3269,00110011000110,0
3270,00110011000111,1
3271,00110011001000,1
3272,00110011001001,0
3273,00110011001010,1
3274,00110011001011,0
3275,00110011001100,0
3276,00110011001101,0
3277,00110011001110,1
3278,00110011001111,0
3279,00110011010000,1
3280,00110011010001,0
3281,00110011010010,0
3282,00110011010011,1
3283,00110011010100,0
3284,00110011010101,0
3285,00110011010110,0
3286,00110011010111,1
3287,00110011011000,0
3288,00110011011001,0
3289,00110011011010,0
3290,00110011011011,0
3291,00110011011100,0
3292,00110011011101,1
3293,00110011011110,0
3294,00110011011111,0
3295,00110011100000,0
3296,00110011100001,0
3297,00110011100010,1
3298,00110011100011,1
3299,00110011100100,0
3300,00110011100101,1
3301,00110011100110,0
3302,00110011100111,0
3303,00110011101000,0
3304,00110011101001,0
3305,00110011101010,1
3306,00110011101011,1
3307,00110011101100,1
3308,00110011101101,1
3309,00110011101110,0
3310,00110011101111,0
3311,00110011110000,0
3312,00110011110001,1
3313,00110011110010,0
3314,00110011110011,0
3315,00110011110100,0
3316,00110011110101,1
3317,00110011110110,1
3318,00110011110111,1
3319,00110011111000,0
3320,00110011111001,0
3321,00110011111010,0
3322,00110011111011,0
3323,00110011111100,1
3324,00110011111101,1
3325,00110011111110,1
3326,00110011111111,0
3327,00110100000000,1
3328,00110100000001,1
3329,00110100000010,1
3330,00110100000011,1
3331,00110100000100,0
3332,00110100000101,0
3333,00110100000110,0
3334,00110100000111,0
3335,00110100001000,1
3336,00110100001001,0
3337,00110100001010,1
3338,00110100001011,0
3339,00110100001100,1
3340,00110100001101,0
3341,00110100001110,0
3342,00110100001111,0
3343,00110100010000,0
3344,00110100010001,1
3345,00110100010010,1
3346,00110100010011,1
3347,00110100010100,0
3348,00110100010101,0
3349,00110100010110,1
3350,00110100010111,1
3351,00110100011000,1
3352,00110100011001,0
3353,00110100011010,1
3354,00110100011011,0
3355,00110100011100,0
3356,00110100011101,1
3357,00110100011110,1
3358,00110100011111,0
3359,00110100100000,1
3360,00110100100001,0
3361,00110100100010,1
3362,00110100100011,1
3363,00110100100100,0
3364,00110100100101,1
3365,00110100100110,1
3366,00110100100111,0
3367,00110100101000,1
3368,00110100101001,0
3369,00110100101010,0
3370,00110100101011,1
3371,00110100101100,1
3372,00110100101101,1
3373,00110100101110,1
3374,00110100101111,0
3375,00110100110000,1
3376,00110100110001,0
3377,00110100110010,0
3378,00110100110011,1
3379,00110100110100,1
3380,00110100110101,0
3381,00110100110110,1
3382,00110100110111,0
3383,00110100111000,1
3384,00110100111001,0
3385,00110100111010,0
3386,00110100111011,0
3387,00110100111100,0
3388,00110100111101,0
3389,00110100111110,0
3390,00110100111111,0
3391,00110101000000,0
3392,00110101000001,0
3393,00110101000010,0
3394,00110101000011,1
3395,00110101000100,0
3396,00110101000101,1
3397,00110101000110,0
3398,00110101000111,1
3399,00110101001000,0
3400,00110101001001,1
3401,00110101001010,1
3402,00110101001011,1
3403,00110101001100,0
3404,00110101001101,0
3405,00110101001110,0
3406,00110101001111,1
3407,00110101010000,1
3408,00110101010001,1
3409,00110101010010,1
3410,00110101010011,0
3411,00110101010100,1
3412,00110101010101,0
3413,00110101010110,1
3414,00110101010111,1
3415,00110101011000,0
3416,00110101011001,0
3417,00110101011010,1
3418,00110101011011,0
3419,00110101011100,1
3420,00110101011101,0
3421,00110101011110,1
3422,00110101011111,0
3423,00110101100000,0
3424,00110101100001,1
3425,00110101100010,1
3426,00110101100011,1
3427,00110101100100,0
3428,00110101100101,1
3429,00110101100110,1
3430,00110101100111,0
3431,00110101101000,0
3432,00110101101001,1
3433,00110101101010,1
3434,00110101101011,0
3435,00110101101100,0
3436,00110101101101,1
3437,00110101101110,0
3438,00110101101111,1
3439,00110101110000,0
3440,00110101110001,1
3441,00110101110010,1
3442,00110101110011,0
3443,00110101110100,1
3444,00110101110101,0
3445,00110101110110,1
3446,00110101110111,0
3447,00110101111000,1
3448,00110101111001,1
3449,00110101111010,1
3450,00110101111011,0
3451,00110101111100,0
3452,00110101111101,0
3453,00110101111110,1
3454,00110101111111,0
3455,00110110000000,1
3456,00110110000001,0
3457,00110110000010,1
3458,00110110000011,1
3459,00110110000100,0
3460,00110110000101,1
3461,00110110000110,1
3462,00110110000111,0
3463,00110110001000,1
3464,00110110001001,0
3465,00110110001010,0
3466,00110110001011,1
3467,00110110001100,1
3468,00110110001101,0
3469,00110110001110,0
3470,00110110001111,0
3471,00110110010000,0
3472,00110110010001,1
3473,00110110010010,0
3474,00110110010011,1
3475,00110110010100,0
3476,00110110010101,1
3477,00110110010110,0
3478,00110110010111,0
3479,00110110011000,0
3480,00110110011001,0
3481,00110110011010,1
3482,00110110011011,1
3483,00110110011100,0
3484,00110110011101,1
3485,00110110011110,0
3486,00110110011111,1
3487,00110110100000,0
3488,00110110100001,1
3489,00110110100010,1
3490,00110110100011,0
3491,00110110100100,1
3492,00110110100101,1
3493,00110110100110,0
3494,00110110100111,1
3495,00110110101000,1
3496,00110110101001,0
3497,00110110101010,1
3498,00110110101011,0
3499,00110110101100,1
3500,00110110101101,1
3501,00110110101110,0
3502,00110110101111,1
3503,00110110110000,1
3504,00110110110001,1
3505,00110110110010,1
3506,00110110110011,0
3507,00110110110100,1
3508,00110110110101,1
3509,00110110110110,1
3510,00110110110111,0
3511,00110110111000,1
3512,00110110111001,1
3513,00110110111010,1
3514,00110110111011,1
3515,00110110111100,0
3516,00110110111101,1
3517,00110110111110,1
3518,00110110111111,0
3519,00110111000000,1
3520,00110111000001,0
3521,00110111000010,0
3522,00110111000011,1
3523,00110111000100,0
3524,00110111000101,0
3525,00110111000110,1
3526,00110111000111,1
3527,00110111001000,1
3528,00110111001001,0
3529,00110111001010,1
3530,00110111001011,1
3531,00110111001100,1
3532,00110111001101,1
3533,00110111001110,1
3534,00110111001111,1
3535,00110111010000,1
3536,00110111010001,1
3537,00110111010010,0
3538,00110111010011,0
3539,00110111010100,0
3540,00110111010101,0
3541,00110111010110,0
3542,00110111010111,0
3543,00110111011000,0
3544,00110111011001,1
3545,00110111011010,0
3546,00110111011011,0
3547,00110111011100,0
3548,00110111011101,1
3549,00110111011110,0
3550,00110111011111,1
3551,00110111100000,1
3552,00110111100001,0
3553,00110111100010,0
3554,00110111100011,1
3555,00110111100100,0
3556,00110111100101,0
3557,00110111100110,1
3558,00110111100111,1
3559,00110111101000,1
3560,00110111101001,0
3561,00110111101010,0
3562,00110111101011,0
3563,00110111101100,1
3564,00110111101101,1
3565,00110111101110,1
3566,00110111101111,1
3567,00110111110000,0
3568,00110111110001,1
3569,00110111110010,0
3570,00110111110011,1
3571,00110111110100,0
3572,00110111110101,1
3573,00110111110110,1
3574,00110111110111,1
3575,00110111111000,0
3576,00110111111001,0
3577,00110111111010,0
3578,00110111111011,1
3579,00110111111100,0
3580,00110111111101,0
3581,00110111111110,1
3582,00110111111111,1
3583,00111000000000,1
3584,00111000000001,1
3585,00111000000010,1
3586,00111000000011,0
3587,00111000000100,1
3588,00111000000101,0
3589,00111000000110,0
3590,00111000000111,1
3591,00111000001000,1
3592,00111000001001,0
3593,00111000001010,1
3594,00111000001011,1
3595,00111000001100,1
3596,00111000001101,0
3597,00111000001110,1
3598,00111000001111,1
3599,00111000010000,1
3600,00111000010001,0
3601,00111000010010,1
3602,00111000010011,0
3603,00111000010100,0
3604,00111000010101,1
3605,00111000010110,0
3606,00111000010111,0
3607,00111000011000,1
3608,00111000011001,1
3609,00111000011010,1
3610,00111000011011,0
3611,00111000011100,0
3612,00111000011101,1
3613,00111000011110,0
3614,00111000011111,0
3615,00111000100000,0
3616,00111000100001,0
3617,00111000100010,0
3618,00111000100011,1
3619,00111000100100,1
3620,00111000100101,0
3621,00111000100110,1
3622,00111000100111,0
3623,00111000101000,0
3624,00111000101001,0
3625,00111000101010,0
3626,00111000101011,1
3627,00111000101100,1
3628,00111000101101,1
3629,00111000101110,1
3630,00111000101111,1
3631,00111000110000,1
3632,00111000110001,1
3633,00111000110010,0
3634,00111000110011,0
3635,00111000110100,1
3636,00111000110101,1
3637,00111000110110,0
3638,00111000110111,0
3639,00111000111000,0
3640,00111000111001,1
3641,00111000111010,0
3642,00111000111011,1
3643,00111000111100,0
3644,00111000111101,1
3645,00111000111110,1
3646,00111000111111,0
3647,00111001000000,1
3648,00111001000001,1
3649,00111001000010,0
3650,00111001000011,0
3651,00111001000100,1
3652,00111001000101,1
3653,00111001000110,1
3654,00111001000111,0
3655,00111001001000,1
3656,00111001001001,1
3657,00111001001010,0
3658,00111001001011,1
3659,00111001001100,0
3660,00111001001101,0
3661,00111001001110,0
3662,00111001001111,0
3663,00111001010000,0
3664,00111001010001,0
3665,00111001010010,1
3666,00111001010011,1
3667,00111001010100,0
3668,00111001010101,1
3669,00111001010110,1
3670,00111001010111,0
3671,00111001011000,0
3672,00111001011001,1
3673,00111001011010,1
3674,00111001011011,0
3675,00111001011100,1
3676,00111001011101,1
3677,00111001011110,0
3678,00111001011111,0
3679,00111001100000,0
3680,00111001100001,0
3681,00111001100010,0
3682,00111001100011,1
3683,00111001100100,0
3684,00111001100101,0
3685,00111001100110,1
3686,00111001100111,1
3687,00111001101000,1
3688,00111001101001,0
3689,00111001101010,0
3690,00111001101011,0
3691,00111001101100,1
3692,00111001101101,1
3693,00111001101110,1
3694,00111001101111,0
3695,00111001110000,0
3696,00111001110001,0
3697,00111001110010,0
3698,00111001110011,1
3699,00111001110100,1
3700,00111001110101,1
3701,00111001110110,0
3702,00111001110111,1
3703,00111001111000,0
3704,00111001111001,1
3705,00111001111010,1
3706,00111001111011,1
3707,00111001111100,0
3708,00111001111101,1
3709,00111001111110,1
3710,00111001111111,1
3711,00111010000000,0
3712,00111010000001,0
3713,00111010000010,1
3714,00111010000011,0
3715,00111010000100,1
3716,00111010000101,0
3717,00111010000110,0
3718,00111010000111,0
3719,00111010001000,0
3720,00111010001001,1
3721,00111010001010,0
3722,00111010001011,0
3723,00111010001100,1
3724,00111010001101,1
3725,00111010001110,0
3726,00111010001111,0
3727,00111010010000,1
3728,00111010010001,0
3729,00111010010010,1
3730,00111010010011,1
3731,00111010010100,1
3732,00111010010101,0
3733,00111010010110,1
3734,00111010010111,1
3735,00111010011000,0
3736,00111010011001,0
3737,00111010011010,1
3738,00111010011011,1
3739,00111010011100,0
3740,00111010011101,1
3741,00111010011110,0
3742,00111010011111,1
3743,00111010100000,1
3744,00111010100001,0
3745,00111010100010,0
3746,00111010100011,1
3747,00111010100100,1
3748,00111010100101,1
3749,00111010100110,0
3750,00111010100111,1
3751,00111010101000,1
3752,00111010101001,0
3753,00111010101010,1
3754,00111010101011,0
3755,00111010101100,0
3756,00111010101101,1
3757,00111010101110,1
3758,00111010101111,0
3759,00111010110000,0
3760,00111010110001,1
3761,00111010110010,0
3762,00111010110011,0
3763,00111010110100,1
3764,00111010110101,0
3765,00111010110110,0
3766,00111010110111,1
3767,00111010111000,0
3768,00111010111001,1
3769,00111010111010,0
3770,00111010111011,1
3771,00111010111100,0
3772,00111010111101,0
3773,00111010111110,0
3774,00111010111111,0
3775,00111011000000,0
3776,00111011000001,0
3777,00111011000010,1
3778,00111011000011,1
3779,00111011000100,0
3780,00111011000101,1
3781,00111011000110,0
3782,00111011000111,1
3783,00111011001000,0
3784,00111011001001,0
3785,00111011001010,0
3786,00111011001011,0
3787,00111011001100,1
3788,00111011001101,1
3789,00111011001110,0
3790,00111011001111,0
3791,00111011010000,0
3792,00111011010001,1
3793,00111011010010,0
3794,00111011010011,0
3795,00111011010100,1
3796,00111011010101,0
3797,00111011010110,1
3798,00111011010111,0
3799,00111011011000,1
3800,00111011011001,1
3801,00111011011010,1
3802,00111011011011,1
3803,00111011011100,0
3804,00111011011101,1
3805,00111011011110,0
3806,00111011011111,1
3807,00111011100000,1
3808,00111011100001,1
3809,00111011100010,0
3810,00111011100011,0
3811,00111011100100,1
3812,00111011100101,0
3813,00111011100110,0
3814,00111011100111,0
3815,00111011101000,0
3816,00111011101001,1
3817,00111011101010,1
3818,00111011101011,0
3819,00111011101100,0
3820,00111011101101,0
3821,00111011101110,0
3822,00111011101111,0
3823,00111011110000,1
3824,00111011110001,0
3825,00111011110010,1
3826,00111011110011,1
3827,00111011110100,0
3828,00111011110101,0
3829,00111011110110,0
3830,00111011110111,1
3831,00111011111000,0
3832,00111011111001,1
3833,00111011111010,1
3834,00111011111011,0
3835,00111011111100,0
3836,00111011111101,1
3837,00111011111110,1
3838,00111011111111,0
3839,00111100000000,1
3840,00111100000001,1
3841,00111100000010,1
3842,00111100000011,1
3843,00111100000100,0
3844,00111100000101,0
3845,00111100000110,0
3846,00111100000111,0
3847,00111100001000,0
3848,00111100001001,0
3849,00111100001010,1
3850,00111100001011,1
3851,00111100001100,0
3852,00111100001101,1
3853,00111100001110,1
3854,00111100001111,1
3855,00111100010000,1
3856,00111100010001,0
3857,00111100010010,0
3858,00111100010011,0
3859,00111100010100,0
3860,00111100010101,1
3861,00111100010110,1
3862,00111100010111,0
3863,00111100011000,1
3864,00111100011001,1
3865,00111100011010,0
3866,00111100011011,0
3867,00111100011100,1
3868,00111100011101,0
3869,00111100011110,1
3870,00111100011111,0
3871,00111100100000,0
3872,00111100100001,0
3873,00111100100010,1
3874,00111100100011,1
3875,00111100100100,1
3876,00111100100101,0
3877,00111100100110,0
3878,00111100100111,1
3879,00111100101000,1
3880,00111100101001,0
3881,00111100101010,0
3882,00111100101011,1
3883,00111100101100,1
3884,00111100101101,1
3885,00111100101110,0
3886,00111100101111,0
3887,00111100110000,0
3888,00111100110001,0
3889,00111100110010,1
3890,00111100110011,1
3891,00111100110100,0
3892,00111100110101,0
3893,00111100110110,1
3894,00111100110111,0
3895,00111100111000,0
3896,00111100111001,0
3897,00111100111010,1
3898,00111100111011,1
3899,00111100111100,0
3900,00111100111101,1
3901,00111100111110,0
3902,00111100111111,0
3903,00111101000000,0
3904,00111101000001,0
3905,00111101000010,0
3906,00111101000011,1
3907,00111101000100,0
3908,00111101000101,0
3909,00111101000110,0
3910,00111101000111,1
3911,00111101001000,0
3912,00111101001001,1
3913,00111101001010,0
3914,00111101001011,0
3915,00111101001100,0
3916,00111101001101,0
3917,00111101001110,1
3918,00111101001111,1
3919,00111101010000,0
3920,00111101010001,1
3921,00111101010010,0
3922,00111101010011,0
3923,00111101010100,0
3924,00111101010101,1
3925,00111101010110,0
3926,00111101010111,0
3927,00111101011000,1
3928,00111101011001,1
3929,00111101011010,1
3930,00111101011011,1
